Time,RecordID,X1,Y1,Z1,X2,Y2,Z2,X3,Y3,Z3,X4,Y4,Z4
14329,230539,-0.04,0.06,-0.24,0,0,0,0.03,-0.04,-0.04,-0.1,-0.12,-0.04
14333,230540,-0.18,-0.02,0.15,0,0,0,-0.08,-0.03,-0.04,0.03,0.04,-0.1
14335,230541,-0.16,-0.03,-0.21,0,0,0,0.02,0.14,0.17,-0.08,0.07,-0.07
14337,230542,-0.02,-0.27,-0.17,0,0,0,-0.08,0.13,-0.07,0.05,0,-0.25
14341,230543,-0.04,-0.03,0.32,0,0,0,0.12,0.2,0.01,-0.02,-0.12,-0.09
14343,230544,-0.18,0.08,-0.22,0,0,0,0.1,-0.21,-0.08,-0.08,0.12,-0.15
14394,230545,0.42,0.13,0.12,0,0,0,0.08,-0.04,-0.26,0.01,-0.11,0.02
14395,230546,0.17,-0.06,0.01,0,0,0,0.3,0.21,-0.04,0,0.09,0.23
14398,230547,-0.22,-0.11,-0.06,0,0,0,0.08,-0.12,-0.17,0.01,0.08,-0.28
14401,230548,0.29,0.32,-0.12,0,0,0,0.19,-0.05,0.36,-0.03,-0.04,-0.13
14403,230549,-0.07,0.22,-0.15,0,0,0,0.16,-0.17,-0.05,0.09,-0.05,-0.08
14406,230550,0.05,-0.01,-0.16,0,0,0,0,-0.07,-0.23,0,0.01,0.09
14409,230551,0.1,0.1,-0.07,0,0,0,-0.1,-0.19,0.25,0.08,0.02,-0.06
14411,230552,0.06,0,0.19,0,0,0,-0.09,-0.36,0.22,0.01,0.13,0.07
14413,230553,-0.02,0.51,-0.12,0,0,0,0.08,-0.11,0.43,-0.01,0.06,0.13
14417,230554,-0.06,0.11,-0.32,0,0,0,0.08,-0.16,0.21,0.13,0.11,-0.09
14466,230555,0.05,0,-0.06,0,0,0,0.03,0.1,-0.06,-0.09,-0.09,-0.32
14468,230556,0.11,-0.05,-0.29,0,0,0,-0.07,0,0.01,0.12,0.07,0.05
14472,230557,0.06,0,-0.53,0,0,0,-0.06,-0.04,-0.06,-0.06,-0.01,-0.11
14474,230558,0.1,-0.03,-0.32,0,0,0,0.13,0.03,0.1,0.11,0.03,-0.11
14476,230559,0.12,-0.05,-0.37,0,0,0,-0.12,-0.09,-0.04,0.02,0.08,0.11
14479,230560,-0.17,0.05,-0.12,0,0,0,-0.17,-0.15,0.1,0.14,0.06,-0.19
14482,230561,0.2,0.06,-0.01,0,0,0,0,0.06,-0.03,-0.14,0.25,-0.17
14484,230562,-0.02,-0.02,-0.14,0,0,0,0.08,0,0.1,0.14,-0.03,0.07
14487,230563,0.14,0,-0.09,0,0,0,0.09,0.06,-0.06,0.05,-0.16,0.1
14490,230564,0.12,0.11,-0.05,0,0,0,-0.24,-0.05,-0.02,0.01,-0.13,0.32
14492,230565,0.12,-0.08,-0.3,0,0,0,-0.23,-0.06,0.16,-0.12,-0.19,0.06
14543,230566,0.12,0.01,-0.06,0,0,0,-0.02,0.06,0.11,-0.07,0.06,-0.17
14544,230567,-0.14,0.15,0.25,0,0,0,0.18,-0.01,0.01,-0.21,0.16,-0.16
14548,230568,-0.14,0.07,0.04,0,0,0,-0.06,0.06,0.24,-0.08,0.14,-0.1
14550,230569,-0.04,0.07,-0.14,0,0,0,0.09,-0.02,-0.04,0.03,0.09,-0.15
14552,230570,-0.15,0.06,0.28,0,0,0,0.04,-0.16,0.1,-0.23,0.18,-0.14
14556,230571,-0.16,-0.02,-0.17,0,0,0,-0.04,0.1,0.01,-0.05,0.17,-0.42
14558,230572,-0.16,0.11,-0.13,0,0,0,0.06,0.02,0.29,0.11,0.1,-0.07
14560,230573,-0.16,0.04,-0.03,0,0,0,0.08,-0.03,0.23,0.04,0.14,-0.08
14562,230574,0.07,0.03,-0.11,0,0,0,0.1,0,0.51,-0.22,0.36,-0.22
14566,230575,0.09,-0.05,0.06,0,0,0,-0.18,-0.02,0.19,0,0.04,-0.1
14615,230576,-0.15,-0.01,0.09,0,0,0,0.11,0.12,0.15,-0.16,0.03,-0.15
14618,230577,-0.1,-0.09,-0.02,0,0,0,-0.05,-0.12,0.12,-0.15,-0.24,-0.02
14620,230578,-0.26,0.06,-0.15,0,0,0,-0.06,-0.11,-0.1,0.05,-0.06,-0.02
14623,230579,0.11,0.05,-0.13,0,0,0,0.02,0.2,0.34,-0.02,-0.26,-0.15
14625,230580,-0.19,0.24,-0.19,0,0,0,0.04,-0.09,0.07,0.18,-0.21,0.07
14628,230581,0.05,-0.02,0.05,0,0,0,-0.04,-0.01,0.19,-0.18,-0.24,-0.47
14631,230582,-0.04,0.18,-0.05,0,0,0,0.02,-0.02,-0.02,0.04,-0.09,0.01
14633,230583,0.16,-0.07,-0.28,0,0,0,0.1,-0.09,0.21,-0.09,0.04,-0.08
14636,230584,0.06,-0.19,0.06,0,0,0,0,0.1,0.19,-0.05,0,-0.15
14639,230585,0,0.08,-0.03,0,0,0,-0.16,-0.06,-0.01,-0.04,-0.09,-0.08
14641,230586,-0.36,0.12,-0.3,0,0,0,0.15,-0.09,0.19,0.06,0.31,-0.26
14692,230587,-0.05,0.17,0.69,0,0,0,-0.09,-0.04,0.05,0,0.12,-0.11
14693,230588,0.19,-0.05,-0.06,0,0,0,0.21,0.07,-0.07,0.05,-0.13,0.12
14697,230589,-0.04,0.2,0.15,0,0,0,-0.13,-0.08,0.07,0.17,0.01,-0.1
14699,230590,0.12,0.1,0.15,0,0,0,0.01,-0.09,-0.22,0.01,0.11,0.16
14701,230591,0.01,0.07,-0.28,0,0,0,0.16,-0.03,0.08,0.06,0.1,-0.08
14704,230592,-0.05,-0.02,0.1,0,0,0,0.05,-0.13,-0.09,0.1,0.13,0.13
14707,230593,0.14,0.01,-0.01,0,0,0,-0.19,-0.12,0.03,-0.15,-0.09,0.06
14709,230594,-0.02,0.33,0.08,0,0,0,-0.02,-0.16,0.36,-0.04,0.22,-0.07
14712,230595,-0.03,-0.07,-0.06,0,0,0,0.17,-0.08,0.17,0.04,0.04,0.18
14714,230596,-0.2,0.1,-0.13,0,0,0,-0.06,-0.04,0.08,0.08,-0.1,0.32
14717,230597,-0.13,0.18,-0.15,0,0,0,-0.31,-0.2,0.34,0.07,-0.19,-0.18
14767,230598,-0.25,-0.12,0,0,0,0,0.09,0.22,-0.04,-0.08,-0.18,-0.11
14769,230599,-0.03,-0.02,0.02,0,0,0,0.15,0.24,-0.13,-0.11,-0.15,0
14773,230600,-0.2,0.02,-0.01,0,0,0,-0.02,-0.04,-0.11,0.17,-0.19,-0.06
14775,230601,0,-0.14,-0.04,0,0,0,0.24,-0.01,-0.02,-0.16,0.04,-0.15
14777,230602,-0.09,0,0.12,0,0,0,-0.07,-0.07,-0.15,-0.08,0.11,0.07
14779,230603,0.06,0.07,-0.06,0,0,0,-0.15,-0.01,0.07,-0.03,0.19,0.09
14783,230604,0,-0.06,-0.19,0,0,0,0.24,0.05,0.08,-0.03,0.09,-0.01
14787,230605,-0.02,-0.07,0.08,0,0,0,0.06,0.16,-0.17,0.04,-0.02,-0.16
14788,230606,0.06,0.15,-0.21,0,0,0,0.08,0.16,-0.06,-0.05,0.1,-0.1
14790,230607,0.12,-0.11,-0.15,0,0,0,0.01,-0.17,-0.13,0.11,0.04,-0.26
14841,230608,-0.05,0.13,0.26,0,0,0,-0.11,-0.06,0.36,-0.05,0.1,0.28
14843,230609,0.08,0.07,0.17,0,0,0,-0.01,0.09,-0.24,0.04,0.08,0.17
14845,230610,-0.19,-0.08,0.39,0,0,0,0.01,-0.01,-0.13,0.01,0.02,-0.29
14848,230611,0.02,-0.09,0,0,0,0,0.08,0.09,-0.25,-0.04,0.1,0.09
14850,230612,-0.08,-0.18,0.13,0,0,0,-0.01,-0.06,-0.06,-0.05,0.05,-0.13
14854,230613,-0.15,0.07,0.23,0,0,0,-0.13,-0.16,-0.35,0.03,0.24,-0.03
14856,230614,-0.38,-0.07,0.18,0,0,0,0.52,0.01,0.11,-0.02,0.29,-0.15
14858,230615,-0.04,0.18,-0.08,0,0,0,-0.47,-0.06,-0.13,-0.01,0.13,-0.16
14861,230616,0.25,0.44,-0.01,0,0,0,-0.36,0.08,-0.09,0.16,-0.03,-0.29
14863,230617,0.08,0.2,-0.03,0,0,0,0.19,-0.02,0.37,-0.09,0.08,-0.04
14913,230618,0.07,0.13,0.35,0,0,0,0.21,0.21,-0.16,0.05,-0.11,0.16
14916,230619,-0.13,-0.05,0.08,0,0,0,-0.08,0.05,-0.27,0.1,-0.03,0.17
14918,230620,0.03,-0.1,0.17,0,0,0,-0.05,-0.02,-0.05,0.01,-0.21,0.04
14921,230621,-0.06,-0.02,0.2,0,0,0,-0.12,-0.25,0.01,-0.05,-0.2,0
14924,230622,-0.11,-0.08,-0.13,0,0,0,0.04,0.09,-0.06,0.06,-0.16,0.22
14926,230623,0.04,-0.05,0.21,0,0,0,0.02,0.13,-0.17,-0.04,0.09,0
14929,230624,0.11,0,0.09,0,0,0,-0.24,-0.06,0.08,0.05,-0.18,0.27
14931,230625,0.04,-0.06,-0.43,0,0,0,0.05,-0.06,-0.09,-0.15,0.13,0.02
14934,230626,-0.08,-0.07,-0.01,0,0,0,0.06,0.11,0.09,0.08,-0.17,-0.15
14937,230627,-0.17,0,-0.05,0,0,0,0.09,-0.05,0.03,-0.01,-0.01,-0.03
14988,230628,-0.06,-0.02,-0.02,0,0,0,0.19,0.01,-0.22,0.12,-0.04,0.28
14989,230629,-0.3,0.11,0.31,0,0,0,-0.1,-0.11,-0.3,-0.03,0.18,0.02
14992,230630,0.05,-0.05,-0.06,0,0,0,-0.08,-0.01,-0.31,-0.03,0.11,0.29
14994,230631,-0.23,0.01,-0.3,0,0,0,0.04,0.12,-0.32,-0.21,0.09,0.02
14996,230632,-0.11,-0.07,0.38,0,0,0,0.15,0.01,-0.27,-0.01,-0.13,-0.02
15000,230633,-0.21,-0.06,-0.06,0,0,0,0.04,-0.09,-0.07,0.07,0.16,0.11
15002,230634,-0.05,0.05,0.01,0,0,0,-0.14,-0.09,-0.06,-0.17,0.09,-0.2
15004,230635,-0.06,0.13,-0.01,0,0,0,0.03,-0.02,-0.03,-0.15,0.14,-0.05
15008,230636,-0.12,0.26,-0.24,0,0,0,0.12,-0.18,0.18,-0.08,0.23,0.09
15010,230637,0.08,0.13,-0.13,0,0,0,-0.06,-0.09,0.12,-0.01,0.19,-0.18
15060,230638,-0.06,0.22,0.06,0,0,0,-0.06,-0.03,-0.23,0,0.03,-0.16
15063,230639,0.05,0.33,0.1,0,0,0,0.04,-0.08,-0.02,0.02,0.22,0.06
15065,230640,0,0.29,0.13,0,0,0,-0.38,-0.2,-0.17,0.02,-0.07,0.19
15067,230641,0.11,-0.24,-0.33,0,0,0,0.05,-0.03,-0.01,-0.1,0.06,-0.06
15071,230642,-0.09,0.18,-0.05,0,0,0,0.06,0.03,0.3,0.06,-0.05,0.14
15073,230643,-0.18,-0.12,0,0,0,0,-0.06,0,-0.07,-0.19,-0.16,0.04
15075,230644,0.06,0.1,-0.25,0,0,0,-0.04,-0.11,0.13,0.17,0.08,0.3
15078,230645,-0.04,0.22,-0.08,0,0,0,-0.08,-0.12,0.13,0.14,-0.11,0.15
15081,230646,0.09,0.23,-0.15,0,0,0,0.08,-0.16,-0.06,-0.15,-0.03,-0.16
15083,230647,0.08,0.07,0.1,0,0,0,0.12,-0.08,-0.12,-0.1,0.07,-0.32
15134,230648,0.16,-0.02,0.06,0,0,0,-0.03,-0.19,-0.18,0.03,0.15,0.05
15136,230649,0.21,-0.26,0.25,0,0,0,-0.22,0.05,-0.31,-0.2,0.18,0.18
15138,230650,-0.18,0.07,0,0,0,0,-0.05,0.16,-0.26,0.13,-0.13,0.12
15140,230651,0.01,0.04,0.23,0,0,0,0.1,0.03,-0.27,-0.04,-0.1,0.01
15144,230652,-0.1,0.15,-0.01,0,0,0,-0.04,0.05,-0.24,-0.01,-0.01,0.1
15146,230653,0.08,-0.01,0.01,0,0,0,0.04,0,-0.01,0.18,-0.03,-0.04
15148,230654,0.03,-0.12,0.08,0,0,0,-0.08,-0.02,-0.1,0.03,-0.05,-0.13
15152,230655,0.05,-0.03,-0.3,0,0,0,0.15,0.09,-0.02,0.25,0,-0.22
15154,230656,0.06,-0.02,-0.22,0,0,0,-0.06,0.03,0.12,-0.12,0.33,0.07
15156,230657,0.08,-0.04,-0.15,0,0,0,-0.19,0,0.16,0.08,0.16,-0.11
15160,230658,-0.06,0.04,-0.37,0,0,0,0.14,-0.03,0.26,-0.03,-0.05,-0.27
15210,230659,-0.11,-0.02,0.1,0,0,0,0.11,0.15,-0.04,-0.15,-0.09,0.13
15211,230660,0.28,-0.12,0.17,0,0,0,-0.14,-0.07,-0.08,-0.05,0.04,-0.21
15213,230661,-0.1,-0.06,0.02,0,0,0,0.01,-0.15,0.17,-0.26,0.13,0.45
15217,230662,0.04,-0.05,-0.05,0,0,0,0.24,0.08,0.21,0.09,0.08,0.44
15219,230663,-0.22,0.08,0,0,0,0,-0.01,-0.02,-0.12,-0.12,-0.11,-0.01
15222,230664,0.01,0.17,0.15,0,0,0,0.24,-0.24,0.15,0.1,0.2,-0.03
15224,230665,-0.13,-0.09,-0.29,0,0,0,0.15,-0.06,0.32,-0.01,0.13,0.18
15227,230666,-0.42,-0.01,-0.03,0,0,0,0.08,-0.03,0.3,0.02,0.19,0.17
15231,230667,0.08,-0.1,-0.14,0,0,0,0.03,-0.1,0.08,-0.12,0.01,0.03
15282,230669,0.26,0.03,-0.26,0,0,0,0.04,0.02,0.06,0.09,0.02,-0.04
15284,230670,0.27,-0.04,-0.07,0,0,0,-0.02,-0.22,-0.01,0.01,0.08,0.21
15287,230671,0.14,-0.09,-0.02,0,0,0,0.08,0.07,-0.06,0.09,0.24,0.4
15290,230672,0.04,-0.1,-0.24,0,0,0,0.13,0.12,0.08,-0.01,0.05,0.21
15292,230673,0.08,0.15,-0.01,0,0,0,0.2,-0.16,-0.1,0.13,0.01,0.2
15295,230674,0.37,-0.04,-0.08,0,0,0,-0.08,0.03,-0.05,-0.23,-0.09,-0.05
15297,230675,-0.12,-0.15,0.15,0,0,0,0.2,0.13,0.02,0.11,-0.03,-0.3
15300,230676,0.05,0.03,-0.13,0,0,0,0.22,-0.17,-0.18,0.14,0.04,-0.05
15303,230677,-0.29,0.27,-0.1,0,0,0,0.18,0.25,0.15,-0.11,-0.31,-0.16
15305,230678,0.15,0.23,-0.32,0,0,0,-0.49,0.05,0.02,-0.11,0.15,0.05
15308,230679,0.07,0.06,0.08,0,0,0,0.06,0.1,-0.2,-0.18,-0.06,0.37
15310,230680,0.06,0.01,-0.08,0,0,0,0.14,-0.06,0.19,-0.07,-0.14,0.34
15361,230681,-0.03,0,0.17,0,0,0,-0.01,0.14,0.1,0.12,-0.19,0.11
15363,230682,-0.02,0.03,0.05,0,0,0,0.04,-0.18,-0.03,0.01,-0.03,-0.02
15365,230683,0.1,0.03,-0.01,0,0,0,-0.22,0,0.03,0.22,0.13,0.13
15368,230684,-0.07,-0.09,-0.04,0,0,0,-0.03,0.11,-0.04,0.17,-0.02,0.1
15370,230685,0.14,0.13,0.01,0,0,0,-0.03,-0.03,0.01,-0.06,-0.19,-0.12
15373,230686,0.08,0.13,-0.06,0,0,0,-0.02,-0.11,-0.66,0.21,0.29,0.05
15376,230687,-0.01,-0.09,0.04,0,0,0,-0.05,0.03,0.08,0.02,-0.05,-0.25
15378,230688,0.09,-0.06,0.1,0,0,0,0.17,0.14,0.08,0.08,-0.02,-0.03
15381,230689,-0.1,0.06,0.05,0,0,0,-0.27,0.02,-0.24,-0.01,0,-0.14
15384,230690,0.16,0.06,-0.01,0,0,0,0.28,-0.14,-0.06,0.08,0.07,0.03
15434,230691,0.15,0.11,-0.14,0,0,0,0.12,-0.2,0.08,-0.06,0.18,0.25
15436,230692,-0.03,-0.19,-0.13,0,0,0,0.03,0.01,0.24,-0.03,-0.12,-0.39
15439,230693,-0.14,0.21,0.09,0,0,0,0.23,0.01,-0.2,-0.12,0.05,0.23
15441,230694,0.1,-0.02,-0.21,0,0,0,-0.21,0.05,0.14,-0.03,0.14,0.28
15444,230695,0.16,-0.15,0.17,0,0,0,-0.07,0.19,0.01,-0.09,-0.08,0.05
15446,230696,0.1,-0.03,0.06,0,0,0,0.3,0.05,0.06,-0.28,0.2,0.09
15449,230697,-0.2,-0.08,-0.09,0,0,0,0,0.02,-0.05,0.1,0.04,0.25
15451,230698,-0.04,0.11,-0.07,0,0,0,0.09,-0.02,-0.1,-0.16,-0.14,-0.06
15454,230699,0.14,0.09,0.01,0,0,0,-0.15,-0.01,-0.08,-0.12,-0.07,-0.04
15457,230700,-0.09,-0.03,-0.03,0,0,0,0.15,0.1,-0.09,-0.06,-0.18,0.02
15507,230701,0.05,-0.16,0.06,0,0,0,0.19,0.13,0.1,0.04,0.06,-0.17
15509,230702,-0.08,-0.01,-0.03,0,0,0,-0.13,-0.04,-0.05,-0.03,0.11,0.04
15512,230703,0.05,-0.2,0.1,0,0,0,-0.29,-0.04,0.14,0.13,0.09,0.03
15515,230704,0.22,-0.1,0.24,0,0,0,0.01,0.19,0.11,0.01,0.19,0.09
15517,230705,-0.08,0.05,0.38,0,0,0,-0.29,-0.09,0.05,0.13,0.08,0.07
15520,230706,0.22,0.05,0.38,0,0,0,0.1,-0.1,0.08,0,0.12,-0.01
15522,230707,0.04,0.09,-0.2,0,0,0,-0.2,-0.01,-0.11,0.23,-0.12,0
15524,230708,-0.16,-0.08,-0.53,0,0,0,-0.12,-0.07,-0.06,0.06,-0.02,0.02
15527,230709,0.02,0.09,0.18,0,0,0,0.17,-0.03,0.02,0.1,0,0.12
15530,230710,-0.02,0.07,0.1,0,0,0,-0.14,-0.07,-0.11,-0.02,-0.12,-0.02
15580,230711,0.13,-0.27,-0.21,0,0,0,0.08,0.24,0.31,-0.07,-0.04,-0.18
15582,230712,-0.15,0.15,0.35,0,0,0,0,0.1,-0.06,-0.12,-0.12,-0.26
15585,230713,-0.21,0.01,0.34,0,0,0,-0.1,-0.04,-0.11,-0.03,0,-0.09
15588,230714,-0.02,-0.06,0.62,0,0,0,-0.04,0.09,0.11,-0.28,0.04,0.12
15590,230715,-0.13,-0.04,-0.28,0,0,0,-0.09,0.15,-0.02,-0.03,-0.15,-0.2
15593,230716,0.1,0.05,0.03,0,0,0,0.23,-0.07,-0.04,0.05,0.27,-0.06
15596,230717,-0.24,-0.15,-0.04,0,0,0,0.11,-0.03,0,-0.18,0.23,0.07
15597,230718,-0.09,-0.19,0.01,0,0,0,-0.18,0.14,-0.02,0,0,-0.36
15600,230719,-0.26,0.2,0.23,0,0,0,0.21,-0.12,-0.16,-0.1,0.03,0.05
15603,230720,-0.24,-0.29,-0.18,0,0,0,-0.13,-0.11,-0.21,-0.17,0.28,-0.07
15654,230721,0.07,-0.08,0.08,0,0,0,0.16,0.25,-0.21,-0.15,-0.06,0.17
15656,230722,-0.01,0.1,0.31,0,0,0,0.2,0,-0.18,-0.29,-0.19,0.11
15659,230723,0.03,0.32,0.25,0,0,0,0.18,-0.41,-0.08,-0.29,0.06,0.02
15660,230724,-0.02,0.22,0.04,0,0,0,-0.11,-0.17,-0.08,0.04,0.02,-0.15
15663,230725,-0.4,-0.11,0.04,0,0,0,0.24,0.24,0.09,-0.1,-0.08,-0.21
15666,230726,-0.13,0.05,0,0,0,0,0.01,0.13,-0.04,0.02,-0.04,-0.36
15668,230727,-0.04,0.11,0.22,0,0,0,-0.07,-0.17,-0.14,-0.12,-0.04,0.03
15671,230728,-0.13,-0.09,-0.06,0,0,0,-0.06,0.22,0.18,0.11,0.08,0.14
15674,230729,-0.17,0.09,-0.04,0,0,0,0.03,-0.17,0,-0.32,-0.03,-0.42
15676,230730,0.03,0.08,0.09,0,0,0,0.11,0.07,0.23,-0.02,-0.07,0.16
15679,230731,-0.06,-0.07,-0.05,0,0,0,-0.24,0.01,0.24,-0.03,0.04,-0.04
15730,230732,-0.14,0.08,-0.03,0,0,0,0.03,0.01,0.05,-0.14,-0.09,-0.14
15732,230733,-0.17,0.06,0.04,0,0,0,-0.05,-0.23,-0.12,0.13,0.06,0.16
15734,230734,-0.13,-0.05,-0.03,0,0,0,-0.06,0.13,-0.18,-0.12,-0.07,-0.03
15737,230735,0.13,0.07,0.02,0,0,0,-0.01,0.01,-0.25,-0.12,-0.16,-0.17
15740,230736,-0.01,0.06,-0.22,0,0,0,-0.2,-0.04,0.12,0,-0.1,0.03
15742,230737,-0.01,0.15,-0.03,0,0,0,0.15,0.05,0.19,0.04,0.21,0.01
15746,230738,0.2,0.04,-0.19,0,0,0,0.01,-0.22,0.06,-0.03,0.11,0.13
15747,230739,0.02,0.09,-0.27,0,0,0,0.03,0.14,0.2,0.03,0,0
15749,230740,0.06,0.08,0.01,0,0,0,0.1,0.01,-0.02,-0.12,-0.01,0.04
15752,230741,-0.03,0.02,-0.15,0,0,0,0.02,-0.07,-0.09,0.24,0.25,0.15
15756,230742,0.16,0.04,-0.05,0,0,0,-0.03,-0.06,0.17,0.16,0.34,0.2
15805,230743,-0.16,-0.04,0.12,0,0,0,0.03,-0.03,0.16,-0.16,0.07,0.12
15807,230744,-0.01,-0.08,-0.05,0,0,0,0.17,0.04,0.13,0.04,-0.07,-0.06
15810,230745,-0.22,0,0.35,0,0,0,-0.08,0.09,0.13,-0.17,-0.19,0.04
15813,230746,0.03,0,0.18,0,0,0,0.02,-0.06,0.01,0.09,0.06,0.19
15815,230747,0.03,0.14,0.03,0,0,0,-0.05,0.14,0.33,-0.03,0.02,-0.1
15818,230748,-0.05,-0.17,-0.05,0,0,0,0.1,-0.02,-0.02,-0.2,-0.08,0.02
15821,230749,0.19,0.03,-0.1,0,0,0,0.1,-0.01,0.21,0.01,0.25,0.04
15823,230750,0.08,-0.05,-0.01,0,0,0,0.04,0.1,0.19,-0.01,0.08,0.3
15826,230751,-0.04,-0.03,-0.1,0,0,0,-0.03,0.16,-0.04,-0.05,0.01,-0.09
15828,230752,-0.14,0.06,0.11,0,0,0,0.06,0.1,0.09,0.15,0,0.08
15878,230753,0.14,-0.03,0.04,0,0,0,0.14,0.18,0.13,0.33,0.19,0.06
15880,230754,-0.15,-0.11,-0.24,0,0,0,0.16,-0.01,0.45,-0.06,0.14,0.19
15883,230755,-0.35,0.02,-0.03,0,0,0,0.01,0.08,0.35,0.01,-0.23,-0.13
15886,230756,0.31,-0.07,0.1,0,0,0,0,0.44,0.24,0.15,0.15,0.07
15888,230757,0.17,0,-0.1,0,0,0,0.02,0.06,0.22,-0.08,0.21,0.02
15895,230758,-0.24,-0.21,0,0,0,0,-0.35,0.26,0.17,-0.14,0.07,0.19
15896,230759,0.46,-0.06,0.15,0,0,0,0.18,-0.01,0.42,0.04,0,-0.18
15897,230760,-0.19,-0.13,-0.1,0,0,0,-0.44,-0.07,0.21,0.07,-0.01,0
15900,230761,-0.04,0.06,0.04,0,0,0,0.04,0.07,0.24,0.05,-0.08,-0.16
15902,230762,0.25,0.07,0.03,0,0,0,-0.18,-0.09,0.02,-0.08,-0.14,-0.02
15952,230763,0.21,0.26,0,0,0,0,0.17,-0.01,-0.1,-0.17,-0.05,0.14
15954,230764,-0.15,-0.16,-0.04,0,0,0,-0.03,0,0.08,0.08,0.04,0.07
15957,230765,-0.15,-0.05,-0.15,0,0,0,-0.04,0.08,0.01,0.19,-0.16,0.12
15959,230766,0.1,-0.02,-0.08,0,0,0,0.1,0.13,0.12,0.13,-0.19,-0.2
15962,230767,-0.1,-0.08,0.12,0,0,0,0.17,-0.08,0.01,0.09,0.07,0.09
15964,230768,-0.1,-0.06,-0.1,0,0,0,0.15,0.03,0.11,-0.05,0.08,-0.09
15967,230769,0.05,0.1,0.27,0,0,0,0.08,0.03,0.08,-0.16,-0.07,-0.21
15969,230770,0.01,0.07,0.11,0,0,0,-0.11,-0.12,0.17,0.04,0.01,0.06
15972,230771,-0.17,-0.15,0.12,0,0,0,0.26,0.06,0.08,0.11,0.32,-0.11
15974,230772,-0.02,-0.09,-0.06,0,0,0,-0.06,0.18,0.09,-0.05,0.1,0.04
16025,230773,-0.11,0.15,-0.21,0,0,0,0.22,-0.04,-0.03,0.13,-0.21,-0.07
16028,230774,-0.17,0.07,-0.11,0,0,0,0.22,-0.07,0.03,-0.02,-0.05,0.07
16030,230775,-0.11,0.16,-0.16,0,0,0,0.19,-0.06,-0.06,-0.1,-0.07,-0.03
16032,230776,-0.22,0.08,0.09,0,0,0,0.23,0.06,0.03,-0.28,-0.06,0.12
16035,230777,-0.08,-0.03,-0.11,0,0,0,0.17,-0.06,-0.03,-0.05,-0.04,0.13
16038,230778,-0.02,0.04,-0.08,0,0,0,0.13,0.08,0.58,-0.1,-0.2,0.04
16041,230779,-0.19,0.07,-0.01,0,0,0,0.13,0.14,0.26,-0.22,-0.25,0.12
16044,230780,-0.06,-0.15,-0.14,0,0,0,0.14,-0.04,0.11,-0.14,-0.08,0.2
16046,230781,-0.27,-0.16,-0.39,0,0,0,0.13,-0.09,0.25,-0.18,0.01,0.1
16048,230782,-0.15,0.16,0.24,0,0,0,0.25,0.15,0.15,-0.04,0.05,0.07
16101,230784,0.07,-0.04,-0.16,0,0,0,-0.12,-0.12,-0.14,0.02,-0.03,-0.09
16103,230785,-0.13,-0.15,0.01,0,0,0,-0.03,-0.18,-0.08,0.13,0.07,0
16106,230786,0.14,-0.03,0.07,0,0,0,-0.04,0.02,0.06,0.37,0,-0.01
16108,230787,0.03,0.24,-0.13,0,0,0,0.1,-0.12,-0.07,0.1,-0.04,-0.05
16110,230788,0.28,0.51,0.1,0,0,0,0.23,-0.34,0.03,0.21,0.17,0.24
16114,230789,0.34,0.06,-0.02,0,0,0,0.19,-0.09,0.07,-0.04,-0.03,0.12
16116,230790,-0.02,-0.19,-0.03,0,0,0,-0.06,-0.07,0.04,0.1,-0.19,0
16119,230791,0.08,0.16,0.01,0,0,0,-0.01,-0.13,-0.2,0.25,-0.29,-0.12
16122,230792,0.11,0.15,-0.2,0,0,0,-0.02,-0.18,0.08,0.09,-0.09,0.04
16172,230793,0.1,-0.09,-0.13,0,0,0,-0.39,-0.14,-0.29,-0.1,0.26,-0.15
16173,230794,0,-0.05,0.24,0,0,0,-0.12,0.07,0.09,-0.17,0.11,0.14
16177,230795,-0.03,0.16,-0.41,0,0,0,0.04,-0.13,-0.08,0.22,-0.03,0.07
16179,230796,0.07,0,0.08,0,0,0,-0.17,-0.05,-0.13,-0.04,0.23,-0.11
16182,230797,-0.11,-0.08,0.03,0,0,0,-0.13,-0.1,-0.08,-0.18,-0.04,0.07
16184,230798,-0.04,0.08,-0.33,0,0,0,-0.08,-0.04,0.03,0.06,-0.1,-0.23
16187,230799,0.01,-0.05,0.08,0,0,0,0,-0.01,0.13,-0.03,-0.09,0.01
16189,230800,0.35,0.06,-0.16,0,0,0,0.08,-0.05,-0.04,0.04,-0.05,0.32
16192,230801,0.24,-0.3,-0.17,0,0,0,-0.1,0.07,0.44,-0.09,0,-0.09
16195,230802,0.14,0.09,-0.08,0,0,0,0.03,-0.14,-0.22,0.22,-0.14,0.31
16198,230803,-0.17,0.19,-0.31,0,0,0,0.2,0.07,-0.26,0.12,0.09,0.19
16248,230804,0.18,0.13,0.12,0,0,0,0.33,0.15,-0.04,-0.32,-0.14,-0.1
16249,230805,-0.24,-0.19,0,0,0,0,0.11,-0.22,0.14,0.03,0.13,-0.16
16252,230806,-0.36,0.02,0.02,0,0,0,0.04,0.03,0.03,-0.21,0.53,-0.09
16254,230807,-0.74,0.33,-0.2,0,0,0,0.09,0.25,0.17,0.23,-0.05,-0.13
16258,230808,-0.26,-0.04,-0.1,0,0,0,-0.38,0.5,-0.04,-0.17,0.29,-0.6
