Time,RecordID,X1,Y1,Z1,X2,Y2,Z2,X3,Y3,Z3,X4,Y4,Z4
5222,321480,0.24,-0.19,-0.15,0,0,0,0.23,0.15,-0.52,0.11,-0.09,0.14
5225,321481,0.29,-0.05,-0.07,0,0,0,0.02,-0.04,-0.07,-0.15,-0.16,-0.09
5227,321482,0.03,-0.11,0.45,0,0,0,-0.39,0.03,-0.23,0.21,-0.13,0.08
5230,321483,0.03,-0.06,0.03,0,0,0,-0.17,0.07,0.24,0.45,-0.01,0.34
5233,321484,-0.22,-0.17,0.25,0,0,0,0.04,0.22,0.09,0.16,-0.13,0.28
5235,321485,0.5,-0.15,0.45,0,0,0,-0.16,0.06,-0.31,-0.52,0.12,0.32
5238,321486,0.55,-0.13,0.33,0,0,0,-0.1,0.01,-0.28,0.02,-0.02,0.41
5289,321487,0.2,-0.22,-0.39,0,0,0,0.23,0.27,-0.37,-0.32,0.06,-0.12
5290,321488,-0.11,-0.27,-0.92,0,0,0,0.36,-0.02,-0.83,0.41,-0.12,-0.04
5293,321489,-0.47,-0.04,-0.51,0,0,0,0.19,-0.05,-0.21,0.56,0.08,-0.11
5295,321490,-0.13,0.1,-0.31,0,0,0,0.28,0.07,-0.14,-0.3,0.26,-0.25
5297,321491,0.24,0.09,0.16,0,0,0,-0.27,-0.18,0,0.31,0.26,0.31
5301,321492,0.22,0.01,0.04,0,0,0,-0.26,0.08,0.37,-0.12,0.05,0.27
5303,321493,0.45,-0.15,0.4,0,0,0,-0.45,0.11,0.11,-0.6,-0.09,0.39
5305,321494,-0.03,-0.13,0.01,0,0,0,-0.41,-0.04,0.08,0.08,-0.13,0.38
5309,321495,0.15,0.03,-0.11,0,0,0,0.34,0.12,-0.09,-0.07,-0.09,-0.14
5311,321496,-0.3,-0.02,-0.17,0,0,0,0.14,-0.19,-0.28,0.39,0.01,-0.45
5362,321497,0.39,-0.03,0.47,0,0,0,0,0.05,0.36,-0.46,0.12,0.54
5363,321498,0.23,0.23,0.04,0,0,0,-0.42,-0.29,0.41,-0.39,0.29,0.47
5366,321499,0.12,0.12,0.45,0,0,0,0.02,0.03,0.49,-0.22,0.42,-0.06
5369,321500,-0.19,0.08,-0.2,0,0,0,-0.23,-0.13,0.44,-0.35,0.18,0.07
5371,321501,-0.38,0.19,-0.45,0,0,0,-0.07,-0.1,0.08,0.43,0.01,-0.68
5374,321502,-0.21,-0.2,-0.33,0,0,0,0.31,0.24,0.16,0.23,-0.04,-0.53
5377,321503,-0.56,0.12,-0.67,0,0,0,0.27,-0.01,0.05,-0.19,0.04,-0.35
5379,321504,0.28,-0.1,-0.19,0,0,0,-0.04,-0.01,0.03,-0.19,0.27,-0.68
5381,321505,0.27,0.08,-0.08,0,0,0,-0.32,-0.31,0.2,-0.15,0.23,-0.04
5385,321506,-0.04,0.19,0.22,0,0,0,-0.41,-0.36,0.25,-0.02,0,-0.61
5435,321507,0.01,0.05,0.18,0,0,0,0.01,-0.22,-0.07,0.25,-0.13,0.15
5437,321508,-0.24,-0.05,0.22,0,0,0,0.07,0.08,0,0.28,-0.26,0.38
5439,321509,-0.16,0.28,0.08,0,0,0,-0.18,-0.1,0.21,-0.15,-0.04,0.19
5441,321510,0.42,-0.06,0.42,0,0,0,-0.06,-0.25,-0.02,-0.08,0.01,0.34
5445,321511,0.27,0.14,0.24,0,0,0,0.36,0.04,-0.04,-0.28,-0.07,0.13
5447,321512,0.01,0.23,-0.05,0,0,0,0.06,-0.32,-0.06,-0.05,0.16,-0.19
5449,321513,0.36,-0.11,-0.12,0,0,0,0,-0.2,0.02,0.39,0.05,-0.18
5452,321514,-0.34,0.25,-0.48,0,0,0,0.01,-0.2,0.25,0.3,-0.13,-0.63
5455,321515,-0.18,-0.06,-0.24,0,0,0,-0.07,-0.18,0.41,0.1,-0.04,-0.66
5457,321516,-0.2,-0.01,0.08,0,0,0,0.06,0.12,0.23,-0.25,0.16,0.16
5508,321517,0.32,0.15,-0.47,0,0,0,-0.16,-0.24,0.12,-0.66,0.26,-0.05
5509,321518,0.06,0.04,0,0,0,0,-0.15,-0.14,0.09,0.28,0.23,-0.27
5513,321519,-0.12,0.17,-0.2,0,0,0,0.3,-0.06,-0.17,-0.02,-0.08,-0.39
5515,321520,-0.56,0.21,-0.52,0,0,0,0.33,-0.19,-0.08,0.2,0,-0.45
5517,321521,0.08,-0.09,-0.31,0,0,0,0.2,-0.02,-0.25,-0.26,0.27,-0.2
5521,321522,-0.12,0.21,-0.49,0,0,0,0.22,0.02,0.17,0.04,-0.12,-0.38
5523,321523,0.18,0.23,-0.56,0,0,0,-0.02,-0.17,0.08,-0.06,-0.14,-0.32
5525,321524,-0.05,0.07,0.14,0,0,0,-0.28,-0.03,0.25,0.11,-0.06,-0.06
5529,321525,-0.38,0.04,0.31,0,0,0,-0.01,0.05,0.44,0.33,-0.08,0.18
5531,321526,0.01,-0.12,0.52,0,0,0,0.14,0.12,-0.01,-0.15,-0.23,0.3
5585,321527,-0.31,0.06,-0.01,0,0,0,0.38,0.06,-0.35,0.62,-0.21,-0.13
5586,321528,-0.36,-0.11,-0.04,0,0,0,0.01,0.26,-0.07,0,0.01,0
5588,321529,0.29,-0.28,0.33,0,0,0,-0.09,0.16,-0.02,-0.32,-0.25,0.02
5591,321531,-0.21,0.08,-0.24,0,0,0,-0.05,-0.06,0.29,-0.44,0.26,-0.44
5593,321532,0.31,0.39,-0.19,0,0,0,-0.23,-0.22,0.45,0.32,0.35,-0.36
5597,321533,-0.08,0.14,-0.13,0,0,0,-0.03,-0.06,0.14,0.18,0.03,-0.6
5599,321534,-0.61,0.09,-0.42,0,0,0,0.04,0.19,0.4,0.25,0.1,0.23
5601,321535,0.13,-0.18,-0.25,0,0,0,0.55,0.33,0.19,-0.22,-0.05,-0.47
5603,321536,0.23,-0.13,0.13,0,0,0,-0.39,-0.2,-0.2,-0.02,-0.04,-0.31
5655,321537,-0.39,-0.12,-0.14,0,0,0,-0.45,-0.11,-0.1,-0.24,0.05,-0.18
5656,321538,-0.38,0.29,-0.42,0,0,0,0,-0.11,0.11,0.04,0.19,0.03
5658,321539,0.09,0.3,-0.07,0,0,0,0.16,0,0.33,-0.01,0.23,-0.02
5662,321540,-0.39,0.14,-0.42,0,0,0,-0.5,-0.22,0.46,-0.04,0.21,-0.02
5664,321541,0.32,-0.11,-0.15,0,0,0,0.05,0.35,0.45,0.34,-0.19,-0.16
5667,321542,-0.14,-0.31,-0.1,0,0,0,0.02,0.52,0.3,0.43,-0.13,0.13
5669,321543,-0.53,-0.12,0.12,0,0,0,0.24,0.3,0.06,-0.35,-0.11,0.57
5672,321544,0.4,-0.07,0.42,0,0,0,0.43,0,0.17,-0.28,-0.09,0.57
5674,321545,0.42,-0.09,0.02,0,0,0,-0.54,-0.14,0.09,-0.57,0.2,0.3
5676,321546,0.45,-0.1,0.1,0,0,0,-0.27,-0.05,0.38,-0.02,-0.09,-0.23
5680,321547,0.09,-0.1,-0.14,0,0,0,0.18,0.3,0.43,0.44,-0.26,-0.4
5732,321549,0.12,0.19,0,0,0,0,-1,-0.3,0.61,-0.49,0.08,0.21
5735,321550,0.79,0.17,0.03,0,0,0,-0.3,-0.06,0.66,-0.05,0.03,-0.13
5737,321551,-0.24,-0.02,-0.17,0,0,0,0.09,-0.1,-0.05,0.01,0.17,-0.06
5740,321552,-0.46,0.12,-0.66,0,0,0,0.29,-0.06,-0.24,0.21,0,0
5743,321553,0.37,-0.26,-0.26,0,0,0,0.48,0.17,-0.36,0.35,-0.2,-0.47
5745,321554,-0.78,-0.1,-0.64,0,0,0,-0.11,-0.09,-0.04,-0.33,-0.01,-0.07
5748,321555,0.05,-0.05,-0.37,0,0,0,0.02,0.12,0.23,0.61,0.04,0.05
5751,321556,0.46,-0.02,-0.15,0,0,0,0.02,-0.2,0.27,-0.39,0.05,0.34
5753,321557,-0.47,0.13,0.1,0,0,0,-0.51,-0.09,0.04,-0.4,-0.07,0.61
5755,321558,0.88,0,0.85,0,0,0,0.5,0.36,0.02,0.41,-0.04,0.64
5806,321559,1,-0.07,0.14,0,0,0,0.8,0.35,0,-0.26,0.01,-0.03
5808,321560,0.28,-0.02,0.04,0,0,0,-0.34,-0.25,0.21,-0.36,0.06,0.02
5810,321561,-0.01,-0.03,-0.18,0,0,0,-0.14,-0.08,0.24,0.26,0.04,-0.34
5813,321562,0.56,-0.07,0.12,0,0,0,0.43,0.16,0.05,0.22,-0.01,-0.22
5816,321563,-0.42,-0.01,-0.24,0,0,0,-0.42,-0.13,0.39,0.27,-0.07,-0.56
5818,321564,-0.48,-0.18,-0.41,0,0,0,0.14,0.27,0.03,0.04,-0.13,-0.31
5821,321565,0.66,0.07,-0.3,0,0,0,0.29,0.47,0.1,0.16,0.07,0.25
5824,321566,-0.4,-0.02,-0.13,0,0,0,-0.58,-0.08,-0.18,-0.5,0.23,0.09
5826,321567,0.86,0.22,0.59,0,0,0,0.72,0.13,-0.32,0.13,0.08,-0.15
5828,321568,-0.51,0.16,-0.33,0,0,0,-0.32,-0.32,0,-0.71,0.03,0.07
5879,321569,-1.12,0.17,-0.84,0,0,0,0.07,-0.3,0.31,0.4,0.2,0.08
5882,321570,-0.9,0.34,-0.85,0,0,0,0.26,-0.15,0.25,0.41,0.02,0.25
5884,321571,0.15,-0.2,-0.43,0,0,0,0.64,0.12,0.12,-0.26,-0.13,0.46
5886,321572,-0.24,-0.18,-0.1,0,0,0,-0.44,0.07,0.28,-0.39,-0.04,0.49
5889,321573,0.81,-0.19,0.2,0,0,0,-0.06,0.17,0.77,-0.06,0.09,0.66
5894,321575,-0.45,0.13,0,0,0,0,-0.24,-0.08,0.07,0.23,0.3,0.1
5897,321576,0.42,-0.15,0.17,0,0,0,0.67,0.27,-0.04,0.35,0.08,-0.03
5899,321577,-0.35,0.01,0,0,0,0,0.05,-0.06,-0.19,-0.05,-0.2,-0.51
5902,321578,0.05,-0.17,0.51,0,0,0,0.05,0.28,-0.88,0.03,-0.31,-0.11
5952,321579,0.47,-0.49,0.5,0,0,0,-0.09,0.49,0.19,-0.26,-0.27,0.22
5954,321580,0.11,-0.56,0.05,0,0,0,-0.3,0.32,0.49,-0.02,0.05,0.21
5957,321581,0.32,0.08,0.07,0,0,0,-0.32,-0.12,0.64,0.17,0.1,-0.11
5960,321582,-0.27,0.19,-0.15,0,0,0,-0.18,-0.12,0.26,0.5,0.07,0.03
5962,321583,-0.45,0.3,0.03,0,0,0,0.4,-0.05,0.18,0.12,-0.28,0.13
5964,321584,0.2,-0.03,0.11,0,0,0,0.37,0.04,-0.26,-0.11,-0.52,0.02
5968,321585,0.52,-0.18,0.02,0,0,0,0.02,0.02,-0.41,-0.66,-0.51,0.01
5970,321586,0.36,-0.04,-0.04,0,0,0,-0.06,-0.06,-0.38,-0.12,-0.48,-0.37
5972,321587,-0.13,0.16,-0.3,0,0,0,-0.18,-0.24,-0.11,0.27,-0.3,-0.12
5976,321588,-1.01,0.33,-0.41,0,0,0,-0.14,-0.36,-0.08,0.47,-0.17,-0.09
6025,321589,-0.05,0.2,0.03,0,0,0,-0.37,0.03,0.29,-0.32,0.26,0.21
6028,321590,0.41,-0.02,0.25,0,0,0,-0.11,0.17,0.23,-0.34,-0.06,0.37
6030,321591,0.34,-0.03,0.17,0,0,0,0.17,0.05,-0.07,-0.17,-0.22,-0.21
6033,321592,-0.21,-0.09,-0.03,0,0,0,-0.05,-0.18,-0.25,0.15,-0.19,-0.04
6036,321593,-0.35,-0.04,-0.17,0,0,0,0.2,0.06,0,0.66,-0.06,0.01
6038,321594,-0.23,0.01,-0.13,0,0,0,0.03,0.19,-0.36,-0.17,0.15,-0.22
6040,321595,0.22,0.14,0.16,0,0,0,0.11,-0.11,-0.38,0.2,0.18,-0.15
6044,321596,0.47,0.05,0.85,0,0,0,0.18,0.06,-0.7,-0.34,0.3,-0.19
6046,321597,0.24,-0.06,0.61,0,0,0,-0.12,-0.02,-0.29,-0.1,0.12,-0.34
6048,321598,0.08,0.11,0.51,0,0,0,0.04,0.12,-0.04,0.46,0.11,0.13
6051,321599,-0.35,0.02,-0.57,0,0,0,0.26,0.04,0.12,0.08,-0.05,0.19
6101,321600,0.43,-0.02,0.12,0,0,0,0.26,0.31,-0.05,-0.13,-0.1,0.03
6103,321601,0.46,-0.25,0.28,0,0,0,-0.3,0.07,-0.15,-0.54,-0.17,0.23
6106,321602,0.5,0.05,0.3,0,0,0,-0.07,-0.13,-0.16,0.32,-0.03,-0.04
6109,321603,-0.19,-0.03,0.01,0,0,0,0.04,-0.15,-0.21,-0.07,0.07,-0.08
6111,321604,-0.52,0.03,0.02,0,0,0,0.18,-0.05,-0.19,0.32,-0.36,0.23
6116,321606,0.09,-0.24,-0.15,0,0,0,-0.3,0.1,-0.1,0.18,-0.18,0.44
6118,321607,0.14,0.05,0.01,0,0,0,0.24,0.06,-0.08,0.15,-0.12,0.02
6122,321608,-0.37,0.08,0.08,0,0,0,-0.06,-0.07,-0.22,-0.57,-0.15,-0.38
6124,321609,-0.03,0.12,0.13,0,0,0,0.06,-0.22,-0.34,0.65,-0.19,0.07
6126,321610,0.16,0.01,0.18,0,0,0,0.05,0.02,-0.11,-0.52,0.1,-0.13
6177,321611,0.1,0.11,-0.32,0,0,0,-0.35,-0.09,-0.11,0.52,-0.06,-0.26
6182,321613,-0.65,-0.1,-0.38,0,0,0,-0.54,0.03,0.2,-0.17,0.23,0.36
6184,321614,-0.25,0.06,0.19,0,0,0,0,0.1,0.16,0.37,-0.02,0.34
6187,321615,0.24,-0.19,0.39,0,0,0,0.25,0.13,-0.14,-0.14,-0.07,0.44
6190,321616,-0.15,0.14,0.35,0,0,0,-0.23,-0.15,-0.29,-0.55,-0.06,0.29
6192,321617,0.23,-0.1,0.45,0,0,0,-0.18,0.03,-0.01,-0.21,0.02,-0.07
6194,321618,0.08,-0.18,0.07,0,0,0,0,0.2,-0.5,0.18,-0.13,0.06
6198,321619,-0.18,-0.01,-0.17,0,0,0,-0.28,-0.06,0.13,0.16,-0.24,-0.41
6250,321621,-0.63,-0.22,0.04,0,0,0,0.05,-0.22,-0.4,0.13,-0.17,0.34
6253,321622,0.86,-0.61,0.62,0,0,0,0.53,0.73,-0.34,-0.31,-0.08,0.18
6255,321623,0.4,-0.21,0.68,0,0,0,-0.49,0.24,0,-0.38,0.06,0.61
6258,321624,0.22,0.63,0.76,0,0,0,-0.17,0.01,-0.24,0.07,0.39,0.11
6261,321625,0.3,-0.1,0.33,0,0,0,0.29,-0.33,-0.34,0.22,0.02,-0.31
6263,321626,-0.83,-0.29,-0.22,0,0,0,-0.13,-0.28,-0.04,0.57,-0.21,-0.72
6265,321627,-0.83,0.1,0.27,0,0,0,0.38,0.37,-0.36,0.22,-0.29,-0.65
6269,321628,0.68,-0.25,0.5,0,0,0,0.71,0.26,-0.25,-0.12,0.07,-0.06
6271,321629,-0.15,-0.08,0.16,0,0,0,-0.73,-0.15,0.05,-1.03,0.02,-0.22
6273,321630,0.24,0.07,0.02,0,0,0,-0.07,-0.05,0.23,0.2,-0.11,0.53
6323,321631,0.31,0.07,0.07,0,0,0,-0.34,-0.25,0.44,0.01,-0.15,0.1
6325,321632,-0.56,0.23,-0.28,0,0,0,-0.1,-0.02,0.46,0.28,-0.03,0.48
6329,321633,-0.15,0.14,-0.02,0,0,0,0.07,0.11,-0.23,0.52,-0.17,0.33
6331,321634,-0.21,-0.08,0,0,0,0,0.08,-0.02,-0.36,-0.64,-0.31,0.26
6333,321635,0.26,-0.4,-0.12,0,0,0,0.13,0.21,-0.32,0.02,-0.25,0.35
6336,321636,0.66,-0.15,0.15,0,0,0,-0.02,0.14,-0.24,-0.39,0.17,0.07
6339,321637,-0.03,0.37,-0.26,0,0,0,-0.28,-0.02,-0.15,0.52,0.13,0.02
6341,321638,0.22,-0.05,-0.03,0,0,0,-0.02,-0.08,0.01,0.41,0.06,-0.51
6343,321639,-0.52,-0.12,-0.21,0,0,0,-0.43,0.03,0.04,0.22,-0.14,-0.15
6347,321640,0.5,-0.33,-0.15,0,0,0,0.05,0.32,0.32,0.31,-0.03,-0.06
6397,321641,0.31,-0.17,0.23,0,0,0,0.06,0.33,0.06,-0.16,-0.18,-0.01
6399,321642,0.65,-0.14,0.04,0,0,0,0.33,-0.1,0.25,0.42,0,-0.14
6401,321643,-0.36,0.15,-0.32,0,0,0,-0.39,-0.09,-0.13,0.36,0.18,0.02
6405,321644,-0.82,0.17,-0.3,0,0,0,0.26,0.19,0.11,0.14,0.1,-0.1
6407,321645,0.09,-0.22,0.09,0,0,0,0.29,0.13,-0.15,0.16,-0.02,1.02
6409,321646,-0.1,-0.19,0.19,0,0,0,-0.37,-0.02,-0.08,-0.56,-0.2,0.61
6413,321647,0.44,0.06,0.31,0,0,0,-0.05,0.01,0.17,-0.35,-0.1,-0.09
6415,321648,0.26,0.07,0.16,0,0,0,-0.23,-0.03,0.03,-0.26,-0.08,0.12
6417,321649,-0.6,0.01,-0.26,0,0,0,-0.51,-0.2,0.11,0.35,0.06,-0.17
6419,321650,-0.05,0.02,-0.16,0,0,0,0.69,0.05,-0.03,0.22,0.03,-0.1
6470,321651,0.65,-0.11,0.1,0,0,0,0.3,0.08,-0.41,-0.12,0.04,0.07
6473,321652,1.38,-0.08,0.1,0,0,0,0.43,0.2,-0.41,-0.23,0.27,-0.12
6475,321653,-0.94,0.09,-0.33,0,0,0,-0.62,-0.26,0,0.14,0.19,-0.07
6477,321654,0.22,-0.2,0.15,0,0,0,0.46,0.43,0.04,0.88,0.05,-0.16
6479,321655,-0.5,-0.01,-0.16,0,0,0,0.08,0.11,0.34,-0.31,-0.18,-0.08
6483,321656,-0.28,-0.04,-0.18,0,0,0,-0.49,-0.03,0.23,0.02,-0.09,0.14
6485,321657,0.96,0.16,0.39,0,0,0,0.24,0.01,-0.14,-0.43,0.05,0.41
6487,321658,-0.12,0,-0.25,0,0,0,-0.36,-0.15,0.12,-0.31,0.09,-0.05
6491,321659,0.01,-0.09,-0.12,0,0,0,-0.17,0.1,0.01,0.31,-0.24,-0.18
6493,321660,0.15,0.08,-0.21,0,0,0,0.04,-0.19,0.07,0.21,-0.23,-0.03
6495,321661,-0.58,0.05,-0.62,0,0,0,-0.11,-0.19,0.11,0.46,-0.28,0.27
6546,321662,-0.11,0.15,0.21,0,0,0,-0.7,-0.07,0.11,-0.26,-0.06,-0.17
6549,321663,-0.28,0.05,0,0,0,0,-0.26,-0.21,-0.3,0.25,0.04,0.5
6551,321664,0.65,-0.14,0.24,0,0,0,0.59,0.29,-0.04,0.21,0,-0.14
6553,321665,-0.67,0,-0.2,0,0,0,-0.38,-0.07,0.13,-0.35,0.03,-0.05
6556,321666,0.28,0.08,-0.01,0,0,0,0.14,0.16,-0.07,0.04,0.13,0.21
6559,321667,0.5,-0.1,0.06,0,0,0,-0.77,0.02,0.27,0.04,-0.09,-0.32
6561,321668,-0.46,-0.13,0.07,0,0,0,-0.09,-0.14,0.12,0.32,0.22,-0.23
6563,321669,0.59,-0.23,0.17,0,0,0,0.25,0.31,-0.05,0.15,0.3,-0.07
6567,321670,-0.05,-0.02,0.05,0,0,0,-0.18,-0.18,0.15,0.36,0.12,-0.12
6569,321671,-0.06,0.09,-0.02,0,0,0,0.12,0.03,-0.03,-0.16,0.07,-0.11
6620,321672,0.09,-0.17,0.13,0,0,0,0.09,0.06,0.02,0.03,-0.18,0.01
6621,321673,-0.28,0.01,-0.35,0,0,0,-0.03,-0.24,0.12,0.2,0.07,0.01
6624,321674,-0.16,-0.01,-0.19,0,0,0,0.13,0.05,0.12,0.22,-0.06,-0.18
6627,321675,-0.44,0.13,0.03,0,0,0,0.23,-0.11,-0.16,0.08,-0.01,-0.11
6629,321676,0.18,-0.14,0.2,0,0,0,0.26,0.32,-0.1,-0.23,0.04,-0.36
6631,321677,0.12,-0.08,-0.15,0,0,0,-0.38,-0.03,-0.09,-0.1,0.09,-0.14
6635,321678,0.08,0.07,-0.02,0,0,0,-0.36,-0.22,0.15,-0.08,0.15,-0.08
6637,321679,0.05,0.1,-0.32,0,0,0,0.09,-0.05,0.05,0.08,0.09,0.45
6639,321680,-0.77,0.02,-0.12,0,0,0,-0.19,-0.07,0.15,0.34,0.02,0.07
6642,321681,0.69,-0.08,0.28,0,0,0,-0.01,0.11,-0.11,-0.18,-0.12,0.3
6692,321682,0.24,-0.06,0.26,0,0,0,-0.25,0.04,-0.05,-0.04,0.01,0.04
6694,321683,0.35,-0.04,0.2,0,0,0,-0.3,-0.22,-0.06,-0.03,0.07,-0.16
6697,321684,0.63,0.08,0.27,0,0,0,0.32,0.08,-0.07,0.11,0.05,-0.04
6700,321685,-0.06,-0.09,-0.19,0,0,0,-0.41,-0.1,0.44,0.56,-0.19,-0.24
6702,321686,-0.68,-0.06,-0.37,0,0,0,-0.22,0.05,0.2,0.09,0.09,0.06
6705,321687,0.12,0.06,0.21,0,0,0,0.28,-0.16,-0.21,0.42,-0.01,-0.15
6708,321688,0.26,0.11,0.41,0,0,0,-0.09,-0.1,-0.01,-0.2,-0.16,0.13
6710,321689,0.48,-0.02,0.4,0,0,0,0.02,0.08,-0.24,-0.38,-0.09,0.27
6713,321690,0.26,-0.09,-0.01,0,0,0,-0.18,-0.11,-0.07,-0.21,-0.16,0.12
6715,321691,0,0.05,-0.24,0,0,0,-0.2,-0.04,0.07,0.38,-0.07,0.16
6766,321692,-0.73,0.02,-0.19,0,0,0,-0.09,0.02,0.05,0.09,0,-0.14
6768,321693,-0.06,-0.17,-0.75,0,0,0,0.09,0.01,0.18,0.61,-0.22,-0.03
6770,321694,0.19,0.03,0.34,0,0,0,0.03,0,0.13,-0.23,0.04,-0.02
6773,321695,-0.14,-0.01,0.22,0,0,0,-0.2,0.03,0.07,-0.59,0.23,0.24
6775,321696,0.81,-0.07,0.45,0,0,0,0.4,0.19,0.03,0.11,0.03,0
6778,321697,-0.29,0.01,0.04,0,0,0,-0.24,0.09,-0.02,-0.4,-0.25,-0.16
6781,321698,-0.62,-0.18,-0.28,0,0,0,0.09,0.11,0.17,0.52,-0.47,-0.32
6783,321699,0,-0.09,-0.13,0,0,0,0.27,0.21,0.17,0.15,-0.08,-0.38
6786,321700,0.07,-0.04,0.03,0,0,0,-0.19,0.02,0.21,0.07,0.09,-0.48
6789,321701,0.3,0.12,0.28,0,0,0,0.03,-0.14,0.16,-0.5,0.1,-0.08
6839,321702,0.04,-0.12,0.41,0,0,0,-0.02,-0.02,-0.41,0.49,-0.01,0.09
6840,321703,-0.42,-0.11,0.21,0,0,0,-0.14,0.06,-0.31,0.08,0.1,0.19
6844,321704,-0.03,-0.12,0.25,0,0,0,0.03,0.03,-0.43,-0.24,-0.06,-0.07
6846,321705,0.13,-0.04,0.43,0,0,0,0.22,0.1,-0.46,0.11,-0.18,-0.22
6848,321706,0.26,-0.24,0.37,0,0,0,-0.1,0.05,-0.19,0.11,-0.23,-0.24
6852,321707,0.26,-0.03,0.36,0,0,0,-0.06,0.05,0.06,-0.14,-0.21,-0.2
6854,321708,-0.31,-0.03,0,0,0,0,-0.35,-0.2,0.18,0.22,-0.05,0.21
6856,321709,-0.28,-0.18,0.01,0,0,0,-0.23,0.04,0.17,0.46,0.08,0.27
6859,321710,-0.13,-0.03,0.25,0,0,0,0.34,0.14,-0.14,-0.24,-0.06,0.39
6862,321711,0.19,-0.25,0.35,0,0,0,-0.44,-0.12,0.31,-0.36,0.04,0.15
6864,321712,0.42,-0.06,0.03,0,0,0,-0.24,0.2,0.19,-0.25,-0.02,0.1
6915,321713,0.65,0.07,0.43,0,0,0,-0.77,-0.3,0,-0.86,-0.05,-0.24
6916,321714,0.02,0.06,0.06,0,0,0,0.22,0.13,0.59,-0.21,0.32,0.18
6920,321715,-0.16,0.1,-0.49,0,0,0,0.11,0.07,-0.18,0.28,0.01,-0.8
6922,321716,-0.77,0.09,-0.38,0,0,0,-0.89,-0.12,0.36,0.45,-0.08,-1.14
6924,321717,0.16,-0.08,0.37,0,0,0,0.26,0.21,-0.36,0.34,0.14,-0.18
6928,321718,0.41,0.07,0.42,0,0,0,0.28,0.01,-0.25,-0.7,0.3,0
6930,321719,-0.97,0.1,-0.15,0,0,0,0.22,0.05,0.04,0.11,0.12,0.17
6932,321720,0.87,-0.09,-0.26,0,0,0,-0.02,0.05,0.11,-0.32,0.03,0.03
6934,321721,-0.36,0.13,-0.44,0,0,0,-1.48,-0.46,0.27,-0.35,0.15,0
6938,321722,-0.55,-0.17,-0.81,0,0,0,0.13,0.07,0.05,1.08,0.19,0.24
6940,321723,-0.43,-0.27,-0.85,0,0,0,0.59,0.33,-0.21,-0.09,-0.1,-0.54
6991,321724,0,-0.2,0.01,0,0,0,-0.36,0.03,-0.12,-0.57,-0.07,0.25
6992,321725,-0.13,-0.11,0.06,0,0,0,-0.24,0.26,0.22,-0.44,0.23,0.3
6995,321726,0.79,-0.05,0.28,0,0,0,0.52,0.33,0.25,0.14,0.44,0.44
6998,321727,-0.69,0.21,-0.39,0,0,0,-0.34,-0.18,0.63,0.69,0.21,-0.04
7000,321728,-0.35,-0.17,-0.35,0,0,0,0.13,0.09,0.43,0.12,-0.16,-0.39
7003,321729,0.12,0.15,-0.02,0,0,0,0.18,0.03,0.07,0.11,-0.04,0.62
7006,321730,0.63,-0.01,-0.13,0,0,0,-0.16,-0.07,-0.19,-0.33,0.08,0.06
7008,321731,0.39,0.18,0.11,0,0,0,0.27,-0.06,-0.48,-0.79,0.34,-0.29
7011,321732,-0.17,0.2,-0.35,0,0,0,0.54,-0.13,-0.08,0.87,0.3,-0.1
7014,321733,-0.46,0.08,-0.24,0,0,0,0.18,-0.08,-0.06,0.22,0.1,0.06
7063,321734,0.85,-0.14,0.15,0,0,0,-0.34,0.1,-0.22,-0.38,0.18,0.28
7065,321735,0.31,-0.11,0.25,0,0,0,-0.5,-0.01,-0.11,-0.27,0.14,0.41
7069,321736,-0.47,0.01,0.1,0,0,0,0.2,0.2,0,0.01,-0.04,0.24
7071,321737,-0.09,-0.24,-0.22,0,0,0,0.06,0.03,-0.08,0.47,-0.11,0
7074,321738,-0.19,-0.24,0.05,0,0,0,-0.41,0.01,0.06,-0.24,-0.03,-0.4
7076,321739,0.07,-0.01,0.06,0,0,0,0.13,0.16,-0.16,0.4,0.08,-0.34
7079,321740,0.48,0.04,0.1,0,0,0,0.04,-0.02,-0.17,0.04,-0.11,-0.37
7081,321741,-0.62,0,-0.16,0,0,0,-0.25,-0.04,-0.04,-0.45,-0.17,-0.47
7084,321742,0.13,-0.19,0.08,0,0,0,-0.04,0.16,0.06,0.84,-0.09,-0.08
7086,321743,0.22,-0.2,0.15,0,0,0,-0.32,0.05,0.15,-0.41,-0.3,-0.22
7136,321744,-0.25,0.07,-0.42,0,0,0,-0.2,-0.17,-0.06,0.01,-0.34,-0.36
7139,321745,-0.35,0.03,-0.18,0,0,0,0.25,0.06,0.08,0.47,-0.02,-0.29
7142,321746,-0.42,0.16,0,0,0,0,0.09,-0.17,0.05,0,-0.03,-0.15
7144,321747,-0.31,0,-0.06,0,0,0,-0.1,-0.15,0.06,-0.35,0.17,-0.33
7147,321748,0.41,-0.08,0.25,0,0,0,-0.12,0.15,-0.02,-0.27,-0.09,0.03
7149,321749,0.16,-0.11,0.1,0,0,0,-0.19,0.11,0.08,-0.28,-0.02,0.04
7152,321750,-0.13,-0.07,0.24,0,0,0,0.02,0.03,-0.13,0.11,0.17,-0.18
7154,321751,-0.34,0.02,0.1,0,0,0,0.18,0.12,-0.01,0.18,0.1,-0.05
7157,321752,-0.14,-0.03,0.27,0,0,0,0.06,0.06,0,0.26,0.06,-0.31
7160,321753,-0.17,-0.05,-0.15,0,0,0,0.07,0.06,0.16,-0.27,0.21,-0.46
